HRS2006Q17,Ref: SecJ.WORKSTATUS.Q17_ In what month and year did you last work on this job? Month entered must be before or in [System Month]\, [System Date] Month: YEAR: ... 9 1. JAN 7 2. FEB 3 3. MAR 9 4. APR 10 5. MAY 10 6. JUN 2 7. JUL 5 8. AUG 6 9. SEP 6 10. OCT 5 11. NOV 7 12. DEC 8 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18382 Blank. INAP (Inapplicable); Partial Interview
HRS2006Q18,Ref: SecJ.WORKSTATUS.Q18_ (In what month and year did you last work on this job?) Month entered must be before or in [System Month]\, [System Date] Month: [MO LAST WORKED-UNEMPLOYED] Year: ... 79 2004-2007. Actual Value 8 9998. DK (Don't Know); NA (Not Ascertained) 9999. RF (Refused) 18382 Blank. INAP (Inapplicable); Partial Interview
HRS2006Q19,Ref: SecJ.WORKSTATUS.Q19_ In what month and year did you become disabled? Month entered must be before or in [System Month]\, [System Date] Month: Year: ... 43 1. JAN 34 2. FEB 38 3. MAR 41 4. APR 32 5. MAY 46 6. JUN 32 7. JUL 33 8. AUG 28 9. SEP 36 10. OCT 35 11. NOV 32 12. DEC 245 98. DK (Don't Know); NA (Not Ascertained) 1 99. RF (Refused) 17793 Blank. INAP (Inapplicable); Partial Interview
HRS2006Q20,Ref: SecJ.WORKSTATUS.Q20_ (In what month and year did you become disabled?) Month entered must be before or in [System Month]\, [System Date] Month: [DISABLED-MO] Year: ... 574 1904-2006. Actual Value 101 9998. DK (Don't Know); NA (Not Ascertained) 1 9999. RF (Refused) 17793 Blank. INAP (Inapplicable); Partial Interview
HRS2006Q21,Ref: SecJ.WORKSTATUS.Q21_ In what month and year did you retire? Month: Year: ... 121 1. JAN 70 2. FEB 74 3. MAR 76 4. APR 112 5. MAY 150 6. JUN 90 7. JUL 71 8. AUG 88 9. SEP 66 10. OCT 56 11. NOV 102 12. DEC 234 98. DK (Don't Know); NA (Not Ascertained) 2 99. RF (Refused) 17157 Blank. INAP (Inapplicable); Partial Interview
HRS2006Q22,Ref: SecJ.WORKSTATUS.Q22_YrRetired (In what month and year did you retire?) Month: [RETIRED-MO] Year: ... 1225 1941-2006. Actual Value 85 9998. DK (Don't Know); NA (Not Ascertained) 2 9999. RF (Refused) 17157 Blank. INAP (Inapplicable); Partial Interview
HRS2006Q23,Ref: SecJ.WORKSTATUS.Q23_WorkforPay Are you doing any work for pay at the present time? ... 6642 1. YES 11814 5. NO 8. DK (Don't Know); NA (Not Ascertained) 3 9. RF (Refused) 10 Blank. INAP (Inapplicable); Partial Interview
HRS2006Q24,Ref: SecJ.WORKSTATUS.Q24_NotWrk ... 8495 1. NOT WORKING PREVIOUS AND CURRENT WAVES 9974 Blank. INAP (Inapplicable); Partial Interview
HRS2006Q25,Ref: SecJ.WORKSTATUS.Q25_EmpSelfOth [On the job you plan to go back to\,/On your current (main) job\,] do you work for someone else\, are you self-employed\, or what? If R says\, 'I run my own business' choose 'self-employed' ... 5079 1. SOMEONE ELSE 1504 2. SELF-EMPLOYED 59 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 11827 Blank. INAP (Inapplicable); Partial Interview
HRS2006Q26,Ref: SecJ.WORKSTATUS.Q26_ ... 4463 1. WORK SOMEONE ELSE AND EMPLOYED PREV WAVE 1223 2. NOT WORK SOMEONE ELSE AND EMPLOYED PREV WAVE 503 3. NOT CURRENTLY SELF EMP AND SELF EMP PREV WAVE 12280 4. ALL OTHERS Blank. INAP (Inapplicable); Partial Interview
HRS2006Q27,Ref: SecJ.WORKSTATUS.Q27Q28BP ... 4463 3. WORKING FOR SOMEONE ELSE THIS WAVE AND NOT WORKING FOR SOMEONE ELSE LAST WAVE 1223 4. (NOT WORKING FOR PAY OR NOT WORKING FOR SOMEONE ELSE) AND NOT WORKING FOR SOMEONE ELSE LAST WAVE 503 5. SELF EMPLOYED LAST WAVE AND NOT SELF EMPLOYED THIS WAVE 12280 6. ALL OTHERS Blank. INAP (Inapplicable); Partial Interview
HRS2006Q28,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q28_MoStopWrkSelf According to our records\, in [PREV WAVE FIRST R IW MONTH]/[/Prev Wave Iw Mo] [Previous Wave First R Interview Year]/[Prev Wave Iw Yr] you were self-employed. In what month and year did you stop working for yourself? Month entered must be between [PREV WAVE FIRST R IW MONTH]/[/Prev Wave Iw Mo] \, [Previous Wave First R Interview Year]/[Prev Wave Iw Yr] and [System Month]\, [System Date] Month: Year: ... 48 1. JAN 15 2. FEB 19 3. MAR 28 4. APR 24 5. MAY 32 6. JUN 26 7. JUL 30 8. AUG 27 9. SEP 31 10. OCT 24 11. NOV 44 12. DEC 70 96. STILL WORKING FOR SELF AS SECOND JOB 69 97. DENIES BEING SELF-EMPLOYED AT PREVIOUS IW 16 98. DK (Don't Know); NA (Not Ascertained) 1 99. RF (Refused) 17965 Blank. INAP (Inapplicable); Partial Interview
HRS2006Q29,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q29_YrStopWrkSelf (According to our records\, in [PREV WAVE FIRST R IW MONTH]/[/Prev Wave Iw Mo] [Previous Wave First R Interview Year]/[Prev Wave Iw Yr] you were self-employed. In what month and year did you stop working for yourself?) Month entered must be between [PREV WAVE FIRST R IW MONTH]/[/Prev Wave Iw Mo] \, [Previous Wave First R Interview Year]/[Prev Wave Iw Yr] and [System Month]\, [System Date] Month: [STOPPED WORKING FOR SLF-MO] Year: ... 359 1993-2006. Actual Value 5 9998. DK (Don't Know); NA (Not Ascertained) 140 9999. RF (Refused) 17965 Blank. INAP (Inapplicable); Partial Interview
HRS2006Q30,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q30Q28TOW158_2BP ... 434 0. ALL OTHERS 69 1. R DENIES WORKING FOR SELF PREV WAVE 17966 Blank. INAP (Inapplicable); Partial Interview
HRS2006Q31,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q31_ Were there any months since [System Month] System Date/[Previous Wave Month]/ [Previous Wave First R Interview Year]/[Prev Wave Iw Yr] when you were not working for pay? ... 21 1. YES 49 5. NO 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18399 Blank. INAP (Inapplicable); Partial Interview
HRS2006Q32,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q32Q31TOW158_2BP ... 21 0. ALL OTHERS 49 1. R DID NOT REPORT ANY MONTHS NOT WORKING FOR PAY AT Q31 18399 Blank. INAP (Inapplicable); Partial Interview
HRS2006Q33,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q33.MonthList[1] Which months were those? [R's PREV WAVE DATE: MONTH (per Z092)\, YEAR (per Z093)] NOTE: MONTH AND YEAR OF R's LAST IW ARE DISPLAYED TO IWER. [IWER: MONTHS ENTERED MUST BE BETWEEN R's LAST IW MONTH\, YEAR AND CURRENT IW MONTH\, YEAR] [IWER: PRESS [F9] AND ARROW DOWNWARD FOR WHOLE YEAR AND OTHER CHOICES\, THEN PRESS [ENTER] TO RETURN TO ANSWER BOX] [IWER: CHOOSE ALL THAT APPLY] ... 3 1. JAN 04 2. FEB 04 3. MAR 04 4. APR 04 5. MAY 04 1 6. JUN 04 7. JUL 04 1 8. AUG 04 1 9. SEP 04 10. OCT 04 1 11. NOV 04 12. DEC 04 3 13. ALL OF 2004 2 14. JAN 05 15. FEB 05 1 16. MAR 05 17. APR 05 18. MAY 05 19. JUN 05 20. JUL 05 21. AUG 05 22. SEP 05 23. OCT 05 24. NOV 05 25. DEC 05 3 26. ALL OF 2005 27. JAN 06 1 28. FEB 06 29. MAR 06 30. APR 06 31. MAY 06 32. JUN 06 33. JUL 06 34. AUG 06 35. SEP 06 36. OCT 06 37. NOV 06 38. DEC 06 1 39. ALL OF 2006 TO DATE 40. ALL OF 2006 41. ALL OF 2004 (AFTER PREV IW MO) 42. ALL OF 2003 (AFTER PREV IW MO) 43. ALL OF 2003 44. ALL OF 2002 (AFTER PREV IW MO) 45. ALL OF 2002 46. ALL OF 2001 (AFTER PREV IW MO) 47. ALL OF 2001 48. ALL OF 2000 (AFTER PREV IW MO) 49. ALL OF 2000 50. ALL OF 1999 (AFTER PREV IW MO) 51. ALL OF 1999 52. ALL OF 1998 (AFTER PREV IW MO) 53. ALL OF 1998 54. ALL OF 1997 (AFTER PREV IW MO) 55. ALL OF 1997 56. ALL OF 1996 (AFTER PREV IW MO) 57. ALL OF 1996 58. ALL OF 1995 (AFTER PREV IW MO) 59. ALL OF 1995 60. ALL OF 1994 (AFTER PREV IW MO) 61. ALL OF 1994 62. ALL OF 1993 (AFTER PREV IW MO) 63. ALL OF 1993 64. ALL OF 1993 (AFTER PREV IW MO) 65. OTHER (SPECIFY) 3 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18448 Blank. INAP (Inapplicable); Partial Interview
HRS2006Q34,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q33.MonthList[2] Which months were those? [R's PREV WAVE DATE: MONTH (per Z092)\, YEAR (per Z093)] NOTE: MONTH AND YEAR OF R's LAST IW ARE DISPLAYED TO IWER. [IWER: MONTHS ENTERED MUST BE BETWEEN R's LAST IW MONTH\, YEAR AND CURRENT IW MONTH\, YEAR] [IWER: PRESS [F9] AND ARROW DOWNWARD FOR WHOLE YEAR AND OTHER CHOICES\, THEN PRESS [ENTER] TO RETURN TO ANSWER BOX] [IWER: CHOOSE ALL THAT APPLY] ... 1. JAN 04 3 2. FEB 04 3. MAR 04 4. APR 04 5. MAY 04 6. JUN 04 1 7. JUL 04 8. AUG 04 1 9. SEP 04 1 10. OCT 04 1 11. NOV 04 1 12. DEC 04 13. ALL OF 2004 14. JAN 05 2 15. FEB 05 16. MAR 05 17. APR 05 18. MAY 05 19. JUN 05 20. JUL 05 21. AUG 05 22. SEP 05 23. OCT 05 24. NOV 05 25. DEC 05 3 26. ALL OF 2005 27. JAN 06 28. FEB 06 1 29. MAR 06 30. APR 06 31. MAY 06 32. JUN 06 33. JUL 06 34. AUG 06 35. SEP 06 36. OCT 06 37. NOV 06 38. DEC 06 1 39. ALL OF 2006 TO DATE 40. ALL OF 2006 41. ALL OF 2004 (AFTER PREV IW MO) 42. ALL OF 2003 (AFTER PREV IW MO) 43. ALL OF 2003 44. ALL OF 2002 (AFTER PREV IW MO) 45. ALL OF 2002 46. ALL OF 2001 (AFTER PREV IW MO) 47. ALL OF 2001 48. ALL OF 2000 (AFTER PREV IW MO) 49. ALL OF 2000 50. ALL OF 1999 (AFTER PREV IW MO) 51. ALL OF 1999 52. ALL OF 1998 (AFTER PREV IW MO) 53. ALL OF 1998 54. ALL OF 1997 (AFTER PREV IW MO) 55. ALL OF 1997 56. ALL OF 1996 (AFTER PREV IW MO) 57. ALL OF 1996 58. ALL OF 1995 (AFTER PREV IW MO) 59. ALL OF 1995 60. ALL OF 1994 (AFTER PREV IW MO) 61. ALL OF 1994 62. ALL OF 1993 (AFTER PREV IW MO) 63. ALL OF 1993 64. ALL OF 1993 (AFTER PREV IW MO) 65. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18454 Blank. INAP (Inapplicable); Partial Interview
HRS2006Q35,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q33.MonthList[3] Which months were those? [R's PREV WAVE DATE: MONTH (per Z092)\, YEAR (per Z093)] NOTE: MONTH AND YEAR OF R's LAST IW ARE DISPLAYED TO IWER. [IWER: MONTHS ENTERED MUST BE BETWEEN R's LAST IW MONTH\, YEAR AND CURRENT IW MONTH\, YEAR] [IWER: PRESS [F9] AND ARROW DOWNWARD FOR WHOLE YEAR AND OTHER CHOICES\, THEN PRESS [ENTER] TO RETURN TO ANSWER BOX] [IWER: CHOOSE ALL THAT APPLY] ... 1. JAN 04 2. FEB 04 2 3. MAR 04 4. APR 04 5. MAY 04 6. JUN 04 7. JUL 04 1 8. AUG 04 9. SEP 04 1 10. OCT 04 2 11. NOV 04 12. DEC 04 13. ALL OF 2004 1 14. JAN 05 15. FEB 05 2 16. MAR 05 17. APR 05 18. MAY 05 19. JUN 05 1 20. JUL 05 21. AUG 05 22. SEP 05 23. OCT 05 24. NOV 05 25. DEC 05 26. ALL OF 2005 1 27. JAN 06 28. FEB 06 29. MAR 06 1 30. APR 06 31. MAY 06 32. JUN 06 33. JUL 06 34. AUG 06 35. SEP 06 36. OCT 06 37. NOV 06 38. DEC 06 2 39. ALL OF 2006 TO DATE 40. ALL OF 2006 41. ALL OF 2004 (AFTER PREV IW MO) 42. ALL OF 2003 (AFTER PREV IW MO) 43. ALL OF 2003 44. ALL OF 2002 (AFTER PREV IW MO) 45. ALL OF 2002 46. ALL OF 2001 (AFTER PREV IW MO) 47. ALL OF 2001 48. ALL OF 2000 (AFTER PREV IW MO) 49. ALL OF 2000 50. ALL OF 1999 (AFTER PREV IW MO) 51. ALL OF 1999 52. ALL OF 1998 (AFTER PREV IW MO) 53. ALL OF 1998 54. ALL OF 1997 (AFTER PREV IW MO) 55. ALL OF 1997 56. ALL OF 1996 (AFTER PREV IW MO) 57. ALL OF 1996 58. ALL OF 1995 (AFTER PREV IW MO) 59. ALL OF 1995 60. ALL OF 1994 (AFTER PREV IW MO) 61. ALL OF 1994 62. ALL OF 1993 (AFTER PREV IW MO) 63. ALL OF 1993 64. ALL OF 1993 (AFTER PREV IW MO) 65. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18455 Blank. INAP (Inapplicable); Partial Interview
HRS2006Q36,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q33.MonthList[4] Which months were those? [R's PREV WAVE DATE: MONTH (per Z092)\, YEAR (per Z093)] NOTE: MONTH AND YEAR OF R's LAST IW ARE DISPLAYED TO IWER. [IWER: MONTHS ENTERED MUST BE BETWEEN R's LAST IW MONTH\, YEAR AND CURRENT IW MONTH\, YEAR] [IWER: PRESS [F9] AND ARROW DOWNWARD FOR WHOLE YEAR AND OTHER CHOICES\, THEN PRESS [ENTER] TO RETURN TO ANSWER BOX] [IWER: CHOOSE ALL THAT APPLY] ... 1. JAN 04 2. FEB 04 3. MAR 04 1 4. APR 04 5. MAY 04 6. JUN 04 7. JUL 04 8. AUG 04 1 9. SEP 04 10. OCT 04 11. NOV 04 3 12. DEC 04 13. ALL OF 2004 14. JAN 05 1 15. FEB 05 16. MAR 05 2 17. APR 05 18. MAY 05 1 19. JUN 05 20. JUL 05 1 21. AUG 05 22. SEP 05 23. OCT 05 24. NOV 05 25. DEC 05 26. ALL OF 2005 27. JAN 06 1 28. FEB 06 29. MAR 06 30. APR 06 1 31. MAY 06 32. JUN 06 33. JUL 06 34. AUG 06 35. SEP 06 36. OCT 06 37. NOV 06 38. DEC 06 39. ALL OF 2006 TO DATE 40. ALL OF 2006 41. ALL OF 2004 (AFTER PREV IW MO) 42. ALL OF 2003 (AFTER PREV IW MO) 43. ALL OF 2003 44. ALL OF 2002 (AFTER PREV IW MO) 45. ALL OF 2002 46. ALL OF 2001 (AFTER PREV IW MO) 47. ALL OF 2001 48. ALL OF 2000 (AFTER PREV IW MO) 49. ALL OF 2000 50. ALL OF 1999 (AFTER PREV IW MO) 51. ALL OF 1999 52. ALL OF 1998 (AFTER PREV IW MO) 53. ALL OF 1998 54. ALL OF 1997 (AFTER PREV IW MO) 55. ALL OF 1997 56. ALL OF 1996 (AFTER PREV IW MO) 57. ALL OF 1996 58. ALL OF 1995 (AFTER PREV IW MO) 59. ALL OF 1995 60. ALL OF 1994 (AFTER PREV IW MO) 61. ALL OF 1994 62. ALL OF 1993 (AFTER PREV IW MO) 63. ALL OF 1993 64. ALL OF 1993 (AFTER PREV IW MO) 65. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18457 Blank. INAP (Inapplicable); Partial Interview
HRS2006Q37,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q33.MonthList[5] Which months were those? [R's PREV WAVE DATE: MONTH (per Z092)\, YEAR (per Z093)] NOTE: MONTH AND YEAR OF R's LAST IW ARE DISPLAYED TO IWER. [IWER: MONTHS ENTERED MUST BE BETWEEN R's LAST IW MONTH\, YEAR AND CURRENT IW MONTH\, YEAR] [IWER: PRESS [F9] AND ARROW DOWNWARD FOR WHOLE YEAR AND OTHER CHOICES\, THEN PRESS [ENTER] TO RETURN TO ANSWER BOX] [IWER: CHOOSE ALL THAT APPLY] ... 1. JAN 04 2. FEB 04 3. MAR 04 4. APR 04 1 5. MAY 04 6. JUN 04 7. JUL 04 1 8. AUG 04 9. SEP 04 10. OCT 04 11. NOV 04 12. DEC 04 13. ALL OF 2004 2 14. JAN 05 15. FEB 05 1 16. MAR 05 17. APR 05 2 18. MAY 05 19. JUN 05 1 20. JUL 05 21. AUG 05 22. SEP 05 23. OCT 05 24. NOV 05 25. DEC 05 1 26. ALL OF 2005 27. JAN 06 28. FEB 06 1 29. MAR 06 30. APR 06 31. MAY 06 1 32. JUN 06 1 33. JUL 06 34. AUG 06 35. SEP 06 36. OCT 06 37. NOV 06 38. DEC 06 39. ALL OF 2006 TO DATE 40. ALL OF 2006 41. ALL OF 2004 (AFTER PREV IW MO) 42. ALL OF 2003 (AFTER PREV IW MO) 43. ALL OF 2003 44. ALL OF 2002 (AFTER PREV IW MO) 45. ALL OF 2002 46. ALL OF 2001 (AFTER PREV IW MO) 47. ALL OF 2001 48. ALL OF 2000 (AFTER PREV IW MO) 49. ALL OF 2000 50. ALL OF 1999 (AFTER PREV IW MO) 51. ALL OF 1999 52. ALL OF 1998 (AFTER PREV IW MO) 53. ALL OF 1998 54. ALL OF 1997 (AFTER PREV IW MO) 55. ALL OF 1997 56. ALL OF 1996 (AFTER PREV IW MO) 57. ALL OF 1996 58. ALL OF 1995 (AFTER PREV IW MO) 59. ALL OF 1995 60. ALL OF 1994 (AFTER PREV IW MO) 61. ALL OF 1994 62. ALL OF 1993 (AFTER PREV IW MO) 63. ALL OF 1993 64. ALL OF 1993 (AFTER PREV IW MO) 65. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18457 Blank. INAP (Inapplicable); Partial Interview
HRS2006Q38,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q33.MonthList[6] Which months were those? [R's PREV WAVE DATE: MONTH (per Z092)\, YEAR (per Z093)] NOTE: MONTH AND YEAR OF R's LAST IW ARE DISPLAYED TO IWER. [IWER: MONTHS ENTERED MUST BE BETWEEN R's LAST IW MONTH\, YEAR AND CURRENT IW MONTH\, YEAR] [IWER: PRESS [F9] AND ARROW DOWNWARD FOR WHOLE YEAR AND OTHER CHOICES\, THEN PRESS [ENTER] TO RETURN TO ANSWER BOX] [IWER: CHOOSE ALL THAT APPLY] ... 1. JAN 04 2. FEB 04 3. MAR 04 4. APR 04 5. MAY 04 6. JUN 04 1 7. JUL 04 8. AUG 04 9. SEP 04 10. OCT 04 11. NOV 04 12. DEC 04 13. ALL OF 2004 1 14. JAN 05 2 15. FEB 05 16. MAR 05 17. APR 05 18. MAY 05 2 19. JUN 05 20. JUL 05 1 21. AUG 05 22. SEP 05 1 23. OCT 05 24. NOV 05 25. DEC 05 26. ALL OF 2005 1 27. JAN 06 28. FEB 06 29. MAR 06 1 30. APR 06 31. MAY 06 32. JUN 06 1 33. JUL 06 1 34. AUG 06 35. SEP 06 36. OCT 06 37. NOV 06 38. DEC 06 39. ALL OF 2006 TO DATE 40. ALL OF 2006 41. ALL OF 2004 (AFTER PREV IW MO) 42. ALL OF 2003 (AFTER PREV IW MO) 43. ALL OF 2003 44. ALL OF 2002 (AFTER PREV IW MO) 45. ALL OF 2002 46. ALL OF 2001 (AFTER PREV IW MO) 47. ALL OF 2001 48. ALL OF 2000 (AFTER PREV IW MO) 49. ALL OF 2000 50. ALL OF 1999 (AFTER PREV IW MO) 51. ALL OF 1999 52. ALL OF 1998 (AFTER PREV IW MO) 53. ALL OF 1998 54. ALL OF 1997 (AFTER PREV IW MO) 55. ALL OF 1997 56. ALL OF 1996 (AFTER PREV IW MO) 57. ALL OF 1996 58. ALL OF 1995 (AFTER PREV IW MO) 59. ALL OF 1995 60. ALL OF 1994 (AFTER PREV IW MO) 61. ALL OF 1994 62. ALL OF 1993 (AFTER PREV IW MO) 63. ALL OF 1993 64. ALL OF 1993 (AFTER PREV IW MO) 65. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18457 Blank. INAP (Inapplicable); Partial Interview
